nomes,idade,cidade,estado,cpf,cnpj,isvalid_cpf,isvalid_cnpj
Dawn Adams,71,ACARI,RN,38642047984,32419601689381,True,True
Alexis Branch,49,ALTA FLORESTA D'OESTE,RO,72519503912,08299530244220,True,True
Billy Yates,87,AMAJARI,RR,81119694574,39677044448731,True,True
Jennifer Mccarthy,82,ACEGUÁ,RS,75512638882,16559252281348,True,True
Angela Costa,50,ABDON BATISTA,SC,31910757470,84092073011932,True,True
David Watts,69,AMPARO DE SÃO FRANCISCO,SE,77191254106,88271661791809,True,True
Andrea Aguilar,50,ADAMANTINA,SP,83536106633,34092820022141,True,True
Paula Carter,42,ABREULÂNDIA,TO,72834817456,97541231045830,True,True
Michael Johnston,69,ACRELÂNDIA,AC,73645769595,09470342160007,True,True
Brett Pruitt,84,ÁGUA BRANCA,AL,12186181320,99192630644061,True,True
Bernard Espinoza,79,ALVARÃES,AM,46072903274,62761189411818,True,True
Ashley Henderson,77,SERRA DO NAVIO,AP,50005574412,70146722395562,True,True
Angie Morrison,28,ABAÍRA,BA,80411845969,48115029022203,True,True
Adam Rodriguez,20,ABAIARA,CE,41102415537,52267691125217,True,True
Toni Mejia,86,BRASÍLIA,DF,05568881030,87187220518765,True,True
Daniel Pierce,45,AFONSO CLÁUDIO,ES,82407729943,31705487114226,True,True
Sandra Griffith,70,ABADIA DE GOIÁS,GO,90674042760,40738618392661,True,True
Jasmine Lester,50,AÇAILÂNDIA,MA,34149189781,58540515435217,True,True
Marie King,36,ABADIA DOS DOURADOS,MG,08583559651,19851293341647,True,True
Brandon Williams,79,ÁGUA CLARA,MS,27818304967,97507546054348,True,True
Gary Newman,90,ACORIZAL,MT,90298895196,15179456710267,True,True
Christina Rivera,33,ABAETETUBA,PA,08207709308,46411186852764,True,True
Douglas Burnett,77,ÁGUA BRANCA,PB,63777308293,16815695692654,True,True
Stacey Sharp,54,ABREU E LIMA,PE,22763528171,62611375274946,True,True
David Maxwell,53,ACAUÃ,PI,91812717008,55823637186842,True,True
Justin Phillips,88,ABATIÁ,PR,70102353336,40311364872996,True,True
Melissa Nguyen,20,ANGRA DOS REIS,RJ,28717776406,47802346339000,True,True
Susan Bryant,77,ACARI,RN,32893738354,84074617657280,True,True
Evelyn Cervantes,47,ALTA FLORESTA D'OESTE,RO,73111666409,67155663446081,True,True
Jamie Jones,42,AMAJARI,RR,14012113054,02005216094137,True,True
Sandra Young,87,ACEGUÁ,RS,50394992059,98233446067907,True,True
Lorraine Ryan,31,ABDON BATISTA,SC,77815850545,95912153552823,True,True
David Lozano,36,AMPARO DE SÃO FRANCISCO,SE,11428699627,71175973899501,True,True
Caleb Stanley,42,ADAMANTINA,SP,23315433801,64619169043507,True,True
Nicholas Kim,65,ABREULÂNDIA,TO,82851824015,23269265869329,True,True
Jeff Moody,89,ACRELÂNDIA,AC,16558881373,66908782671112,True,True
Eric Garcia,72,ÁGUA BRANCA,AL,04460618672,47881919527101,True,True
Brandon Weber,52,ALVARÃES,AM,91662549490,37124245634571,True,True
Jennifer Cole,84,SERRA DO NAVIO,AP,57864627145,55286287895041,True,True
Sandra Brown,50,ABAÍRA,BA,28532575412,34708544976954,True,True
Gina Wallace,46,ABAIARA,CE,86266127962,26958171389493,True,True
Courtney Jenkins,79,BRASÍLIA,DF,56229796333,77414771414809,True,True
Tammy Barajas,21,AFONSO CLÁUDIO,ES,31853013820,93286721844763,True,True
Deanna Wallace,29,ABADIA DE GOIÁS,GO,86512938011,88298015102630,True,True
Tyler Gonzalez,26,AÇAILÂNDIA,MA,00870556355,61816310796750,True,True
Michael Hernandez,59,ABADIA DOS DOURADOS,MG,62698126078,75483781424906,True,True
Jacqueline Perez,32,ÁGUA CLARA,MS,05334052038,00911172177203,True,True
Kathy Green,19,ACORIZAL,MT,83771109469,98874868666598,True,True
Dwayne Brown,50,ABAETETUBA,PA,11294908669,02831075231702,True,True
Alicia Stokes,37,ÁGUA BRANCA,PB,02194374167,07758747493671,True,True
Jacqueline Savage,22,ABREU E LIMA,PE,51459496426,96393311802039,True,True
Misty Martin,69,ACAUÃ,PI,49816375605,55355024785616,True,True
Mary Lindsey,32,ABATIÁ,PR,29751408784,16515123921276,True,True
Brian Jones,65,ANGRA DOS REIS,RJ,96132436316,23668936093938,True,True
Victoria Clark,69,ACARI,RN,92602959553,80513193323630,True,True
Michael Jefferson,21,ALTA FLORESTA D'OESTE,RO,42035127432,50169173362016,True,True
Erica Meyers,61,AMAJARI,RR,51451352387,74385379061351,True,True
Bradley Wells,25,ACEGUÁ,RS,43788930020,60397795180100,True,True
Catherine Quinn,47,ABDON BATISTA,SC,91231532459,07380571258234,True,True
Amy Brown,61,AMPARO DE SÃO FRANCISCO,SE,14247490001,13597814566354,True,True
Edwin Hammond,68,ADAMANTINA,SP,13543098209,22241621634450,True,True
Kathleen Wheeler,84,ABREULÂNDIA,TO,92060016711,29584780873220,True,True
Sarah Diaz,23,ACRELÂNDIA,AC,91560235373,69131170939653,True,True
James Harris,51,ÁGUA BRANCA,AL,26826634279,10437711295556,True,True
Katherine Cohen,20,ALVARÃES,AM,38346027109,57263251156941,True,True
Wesley Robinson,36,SERRA DO NAVIO,AP,31273502523,80037943792989,True,True
Jason Taylor,44,ABAÍRA,BA,27208616000,67446851537455,True,True
Melissa Hensley,44,ABAIARA,CE,75058897709,59603120378030,True,True
Audrey Bennett,82,BRASÍLIA,DF,65062969417,98151228618075,True,True
Cindy Daugherty,22,AFONSO CLÁUDIO,ES,95291813377,91232236609197,True,True
Edward Jordan,72,ABADIA DE GOIÁS,GO,61603340777,08450587083501,True,True
Allen Mckay,74,AÇAILÂNDIA,MA,32596888467,81894168533171,True,True
Stephanie King,85,ABADIA DOS DOURADOS,MG,86067182203,35180377921810,True,True
Christopher Price,42,ÁGUA CLARA,MS,62301557103,13154229614023,True,True
Ronald Johnson,63,ACORIZAL,MT,71652054898,95589373096919,True,True
Gabrielle Steele,38,ABAETETUBA,PA,32384178784,47797244277331,True,True
Mark Baker,78,ÁGUA BRANCA,PB,38201384555,48447436990117,True,True
Holly Edwards,85,ABREU E LIMA,PE,22707024252,69256407298902,True,True
Patricia Gray,71,ACAUÃ,PI,44875317484,08799547820337,True,True
Heather Cobb,72,ABATIÁ,PR,75598358999,79347274368303,True,True
Raymond Little,58,ANGRA DOS REIS,RJ,65494874125,78160329660972,True,True
Abigail Brown,75,ACARI,RN,36634300810,23995279106423,True,True
Stephen Turner,81,ALTA FLORESTA D'OESTE,RO,68519774946,21006688342233,True,True
Amy Stokes,25,AMAJARI,RR,56158438960,65684092105991,True,True
Peter Mccullough,84,ACEGUÁ,RS,20393493598,72946179314015,True,True
Cindy Mckenzie,45,ABDON BATISTA,SC,25726570154,64592650298465,True,True
Dana Rivera,31,AMPARO DE SÃO FRANCISCO,SE,13606264500,65095496109341,True,True
Teresa Thomas,36,ADAMANTINA,SP,79781578149,29953197186919,True,True
Shelley Reese,35,ABREULÂNDIA,TO,10259779474,80284044513429,True,True
Steven Clark,38,ACRELÂNDIA,AC,18692288047,06874210403044,True,True
James Hill,64,ÁGUA BRANCA,AL,54224509490,15442722067081,True,True
Alexander Williams,47,ALVARÃES,AM,36960864607,82043126120197,True,True
Kyle Evans,62,SERRA DO NAVIO,AP,47775660562,01197950089340,True,True
Russell Turner,71,ABAÍRA,BA,84277622402,76097316393085,True,True
Tony Hughes,48,ABAIARA,CE,79319156409,81794155227860,True,True
Jeffrey Gonzalez,47,BRASÍLIA,DF,60546335110,57008200292800,True,True
Yolanda Garner,41,AFONSO CLÁUDIO,ES,37607225633,29870016283414,True,True
Dominic Williams,50,ABADIA DE GOIÁS,GO,23329603259,20985788175705,True,True
Jennifer Glover,66,AÇAILÂNDIA,MA,05097100263,26891560798454,True,True
Ashley Russell,58,ABADIA DOS DOURADOS,MG,77717362112,57642963372321,True,True
Steve Flores,90,ÁGUA CLARA,MS,17335562902,07364064809963,True,True
Heather Smith,86,ACORIZAL,MT,06392963863,66851607954278,True,True
Rebecca Ruiz,90,ABAETETUBA,PA,00332341321,61117862110290,True,True
Mindy Luna,23,ÁGUA BRANCA,PB,12867120683,84033978676402,True,True
Elaine Clark,80,ABREU E LIMA,PE,16890591925,62503123111352,True,True
Sharon Knight,79,ACAUÃ,PI,45851675527,13926789856818,True,True
Rachel Keith,33,ABATIÁ,PR,58203483704,21472165115030,True,True
Roger Kennedy,72,ANGRA DOS REIS,RJ,23260811613,61303101610978,True,True
Matthew Evans,21,ACARI,RN,03577224185,66703231859936,True,True
Michael Monroe,67,ALTA FLORESTA D'OESTE,RO,68496017680,46636915741105,True,True
Anthony Rodriguez,58,AMAJARI,RR,45410974352,61928513891560,True,True
Anita Faulkner,71,ACEGUÁ,RS,06654977254,06975423568495,True,True
Michael Harris,21,ABDON BATISTA,SC,46685989769,62054521028784,True,True
Amber Strickland,69,AMPARO DE SÃO FRANCISCO,SE,95157879474,32114988785758,True,True
Jacqueline Ramirez,81,ADAMANTINA,SP,58566019636,97000731565869,True,True
Jade Norris,75,ABREULÂNDIA,TO,94739188015,10719953554228,True,True
Jeremy Patterson,31,ACRELÂNDIA,AC,78423369382,16188610853098,True,True
James Martinez,41,ÁGUA BRANCA,AL,90883493985,83151043444168,True,True
Paul Castillo,62,ALVARÃES,AM,92473715700,32793076166421,True,True
Valerie Peterson,76,SERRA DO NAVIO,AP,96887338491,37409665414642,True,True
Tyler Ritter,29,ABAÍRA,BA,05113324752,14573599140171,True,True
Lisa Hopkins,77,ABAIARA,CE,18375463205,26517893881668,True,True
Scott Stone,29,BRASÍLIA,DF,89775277329,44100780721361,True,True
William Castillo,64,AFONSO CLÁUDIO,ES,83179604638,33152326845657,True,True
Joyce Lee,55,ABADIA DE GOIÁS,GO,80558024408,20896980611479,True,True
Kaylee Hoffman,24,AÇAILÂNDIA,MA,11737161303,92855076485455,True,True
Frederick Hurst,38,ABADIA DOS DOURADOS,MG,44438874742,74727576131539,True,True
Denise Liu,60,ÁGUA CLARA,MS,01908051531,39662869586743,True,True
Joe Hanson,76,ACORIZAL,MT,98388936174,30928988648858,True,True
Jessica White,46,ABAETETUBA,PA,54894370492,19959372165509,True,True
Tom Clarke,89,ÁGUA BRANCA,PB,84838514662,59093820910254,True,True
Gabriel Watson,74,ABREU E LIMA,PE,11220781886,04718759261120,True,True
Michael Perez,57,ACAUÃ,PI,38757137374,99318586203208,True,True
James Lee,29,ABATIÁ,PR,15433367282,18805726858366,True,True
Brian Johnson,82,ANGRA DOS REIS,RJ,98183248462,67783250910929,True,True
Erik Martin,68,ACARI,RN,88337673109,06747995660658,True,True
Eric Williams,81,ALTA FLORESTA D'OESTE,RO,81047553074,05711163339020,True,True
John Ortega,56,AMAJARI,RR,30612893642,40708941217009,True,True
Kelly Mccarty,27,ACEGUÁ,RS,85991262705,32136473063613,True,True
Raymond Martinez,44,ABDON BATISTA,SC,84503138995,53642869929847,True,True
Chad Wolfe,70,AMPARO DE SÃO FRANCISCO,SE,07564497742,00567542963640,True,True
Kevin Harris,89,ADAMANTINA,SP,92706994126,73445992548814,True,True
Victoria Webster,51,ABREULÂNDIA,TO,19140709760,74401034031607,True,True
Jennifer Chavez,68,ACRELÂNDIA,AC,83311911296,31768085653732,True,True
Rebecca Mckenzie,89,ÁGUA BRANCA,AL,35247171365,08838610363133,True,True
Tina Olson,40,ALVARÃES,AM,61102125717,80239158761949,True,True
Christopher Alvarado,57,SERRA DO NAVIO,AP,91170590624,69932110252162,True,True
Ashley Griffin,67,ABAÍRA,BA,91679401025,03452634094135,True,True
Julie Moon,52,ABAIARA,CE,41108944680,17360876261611,True,True
Alan Bullock,70,BRASÍLIA,DF,81466190108,72402025806526,True,True
Antonio Smith,65,AFONSO CLÁUDIO,ES,51603616268,98485195866672,True,True
Heidi Hartman,43,ABADIA DE GOIÁS,GO,69200996671,10893424115080,True,True
Pamela Durham,31,AÇAILÂNDIA,MA,28290702400,14039381162704,True,True
Stephanie Austin,65,ABADIA DOS DOURADOS,MG,91160277281,93475637559910,True,True
Christine Norman,69,ÁGUA CLARA,MS,06480315510,08105592444776,True,True
David Collins,62,ACORIZAL,MT,79990964238,65041624102019,True,True
Eric Black,58,ABAETETUBA,PA,25956810793,34483446205455,True,True
Jonathan Bowen,35,ÁGUA BRANCA,PB,20839549474,86079732507620,True,True
Jody Baker,63,ABREU E LIMA,PE,25271535266,66393563838964,True,True
Michelle Browning,32,ACAUÃ,PI,86769224623,94152619877660,True,True
Nathan Campbell,80,ABATIÁ,PR,10441366694,69324595499930,True,True
Stacy Yates,51,ANGRA DOS REIS,RJ,82992333727,41379685774128,True,True
Katelyn Armstrong,42,ACARI,RN,67345848108,79781071645251,True,True
Brianna Buckley,52,ALTA FLORESTA D'OESTE,RO,09620803906,06310527783373,True,True
Jonathan Davis,31,AMAJARI,RR,75646240948,13571255926539,True,True
Shannon Evans,49,ACEGUÁ,RS,89271125479,05523103932427,True,True
Michael Shaw,51,ABDON BATISTA,SC,61739824555,97685648042932,True,True
David Johnson,57,AMPARO DE SÃO FRANCISCO,SE,69337876728,57180693182925,True,True
Heidi Gonzales,53,ADAMANTINA,SP,11345923023,36701501382169,True,True
Steven Leon,74,ABREULÂNDIA,TO,71010984950,32438732811390,True,True
Kelly Green,79,ACRELÂNDIA,AC,15089633398,97571423078470,True,True
Barbara Garcia,85,ÁGUA BRANCA,AL,78239640400,82921912640143,True,True
Crystal Alexander,24,ALVARÃES,AM,02594529982,67597331618958,True,True
Crystal Adams,38,SERRA DO NAVIO,AP,99195344985,43043644069536,True,True
Amanda Brown,85,ABAÍRA,BA,97703330345,19138762328409,True,True
Maxwell Sharp,85,ABAIARA,CE,93813877701,30286533429149,True,True
Austin White,86,BRASÍLIA,DF,03556068010,21857370336533,True,True
James Ruiz,86,AFONSO CLÁUDIO,ES,80183006402,44532607917903,True,True
Cynthia Elliott,57,ABADIA DE GOIÁS,GO,13114030947,52491907079957,True,True
Paul Moore,52,AÇAILÂNDIA,MA,58160864809,26399003141705,True,True
Jason Long,77,ABADIA DOS DOURADOS,MG,01765960622,03515368713578,True,True
Diana Reyes,23,ÁGUA CLARA,MS,77537220506,81161166761206,True,True
Michelle Green,82,ACORIZAL,MT,23997898065,07296761933420,True,True
Brandy Bailey,85,ABAETETUBA,PA,35491216364,82989091298322,True,True
Angela Schmidt,82,ÁGUA BRANCA,PB,21227452748,59268143205521,True,True
Javier Irwin,40,ABREU E LIMA,PE,26328413998,96811439379130,True,True
Robert Bryant,30,ACAUÃ,PI,77020150713,96137013359621,True,True
Joshua Kim,33,ABATIÁ,PR,60962957119,35409361624891,True,True
Amanda Reyes,24,ANGRA DOS REIS,RJ,48447091864,93392739304630,True,True
Mario Perez,19,ACARI,RN,48912282379,35120397009005,True,True
Johnny Lawrence,40,ALTA FLORESTA D'OESTE,RO,42765798214,91995352070986,True,True
Jennifer Wilson,21,AMAJARI,RR,35880339637,72197198691558,True,True
Anthony Chavez,82,ACEGUÁ,RS,91456510002,97760678197900,True,True
Douglas Flynn,86,ABDON BATISTA,SC,41036930963,38891562887794,True,True
Katherine Montgomery,44,AMPARO DE SÃO FRANCISCO,SE,64324356688,19710453332728,True,True
Lindsey Bradford,31,ADAMANTINA,SP,60380140209,13422502225740,True,True
Daniel Sanchez,41,ABREULÂNDIA,TO,77422584203,96417153612570,True,True
James Daniels,37,ACRELÂNDIA,AC,35717218290,98186454008773,True,True
Jonathan Smith,35,ÁGUA BRANCA,AL,94873717450,65084236440417,True,True
Justin Navarro,61,ALVARÃES,AM,85000897099,63875539754524,True,True
Amy Carroll,89,SERRA DO NAVIO,AP,41459734025,99264457749910,True,True
Ashley Dixon,45,ABAÍRA,BA,67602328523,05540088253013,True,True
April Smith,70,ABAIARA,CE,27402697908,91421496007488,True,True
Scott Bonilla,38,BRASÍLIA,DF,92444570596,90041038739710,True,True
James Howell,65,AFONSO CLÁUDIO,ES,16118249741,39942628716120,True,True
Kaitlyn Smith,48,ABADIA DE GOIÁS,GO,96579121807,41776592712700,True,True
Gregory Wheeler,67,AÇAILÂNDIA,MA,05487048800,65959398167186,True,True
Gina Navarro,71,ABADIA DOS DOURADOS,MG,61819215750,58614874555099,True,True
Michael Cox,77,ÁGUA CLARA,MS,02905251280,40712306023721,True,True
Tina Johnson,47,ACORIZAL,MT,11469400413,08461539438228,True,True
Theresa Morris,55,ABAETETUBA,PA,85924325296,48544530566465,True,True
Lisa Smith,56,ÁGUA BRANCA,PB,38662867677,27351102333930,True,True
Caroline Rogers,60,ABREU E LIMA,PE,65921927988,71227549116976,True,True
Jeffrey Hayes,37,ACAUÃ,PI,44293536540,35113169930709,True,True
Jessica Stanton,79,ABATIÁ,PR,44651609767,61919255528982,True,True
Gail Booth,76,ANGRA DOS REIS,RJ,36904544686,76620850261543,True,True
William Smith,85,ACARI,RN,43009464851,88621189944383,True,True
Larry Hill,30,ALTA FLORESTA D'OESTE,RO,60778302598,84985154421787,True,True
Bethany Cooley,29,AMAJARI,RR,57437291665,18186037132700,True,True
Paul Reed,90,ACEGUÁ,RS,27258990100,54332256025039,True,True
Patricia Lawrence,23,ABDON BATISTA,SC,41359662332,08974247535650,True,True
David Young,69,AMPARO DE SÃO FRANCISCO,SE,70734198060,65888233860133,True,True
Kent Morton,36,ADAMANTINA,SP,20133479102,37880620833620,True,True
Mark Clay,76,ABREULÂNDIA,TO,99543538956,28327259276158,True,True
Crystal Suarez,19,ACRELÂNDIA,AC,62733748211,41315772844349,True,True
Rachel Griffith,41,ÁGUA BRANCA,AL,59685717303,09069005405552,True,True
Kristine Silva,81,ALVARÃES,AM,03765289159,66377776053687,True,True
Brittany Lewis,87,SERRA DO NAVIO,AP,05220124692,94268395235540,True,True
Paul Vazquez,76,ABAÍRA,BA,26018973090,40699421278299,True,True
Brett Fernandez,82,ABAIARA,CE,77106641723,45678919209050,True,True
Melinda Sanchez,24,BRASÍLIA,DF,83547673372,57450440545580,True,True
Sue Doyle,64,AFONSO CLÁUDIO,ES,76868021593,88414163215281,True,True
James Richmond,22,ABADIA DE GOIÁS,GO,50540026778,23188205139650,True,True
Mary Warren,82,AÇAILÂNDIA,MA,41749276267,82208569380001,True,True
Dennis Mcgee,34,ABADIA DOS DOURADOS,MG,73992723526,81293844819047,True,True
Crystal Hernandez,23,ÁGUA CLARA,MS,07908544908,79201347649787,True,True
Marvin Cruz,69,ACORIZAL,MT,22208365925,98935225676812,True,True
Linda Edwards,66,ABAETETUBA,PA,21064764509,62419875321490,True,True
Carrie Sandoval,59,ÁGUA BRANCA,PB,75995778404,24776406367855,True,True
Justin Griffin,58,ABREU E LIMA,PE,03317970707,27566625289732,True,True
Chase Cunningham,24,ACAUÃ,PI,41897673957,97221773718839,True,True
Henry White,19,ABATIÁ,PR,51911394290,08149541377704,True,True
Justin Serrano,82,ANGRA DOS REIS,RJ,93095071523,17766738181102,True,True
Katherine Wilson,72,ACARI,RN,42445929032,98495444394687,True,True
Lisa Reed,52,ALTA FLORESTA D'OESTE,RO,87802823269,94249009325725,True,True
Brittany Thompson,51,AMAJARI,RR,30510550770,76816373395797,True,True
Cheryl Kennedy,18,ACEGUÁ,RS,86649510475,74441550079005,True,True
Craig Sanchez,42,ABDON BATISTA,SC,94736309482,39834012854954,True,True
David Harrington,46,AMPARO DE SÃO FRANCISCO,SE,40372494480,64373931488129,True,True
Colleen Lee,29,ADAMANTINA,SP,52201776806,03336263248298,True,True
Bobby Mitchell,51,ABREULÂNDIA,TO,01872611133,29152639316562,True,True
Christina Riley,47,ACRELÂNDIA,AC,50829824197,75245375894464,True,True
Patricia Smith,33,ÁGUA BRANCA,AL,32276844620,14580702912286,True,True
Michael Rodriguez,36,ALVARÃES,AM,01140550683,64850387203504,True,True
Lisa Shaw,85,SERRA DO NAVIO,AP,14316989200,50170904686027,True,True
Amanda Smith,40,ABAÍRA,BA,71349139459,36239045278282,True,True
Daniel Moon,40,ABAIARA,CE,86500123379,26335129770845,True,True
Jordan Ryan,20,BRASÍLIA,DF,29896140448,44509244069706,True,True
Brent Lutz,46,AFONSO CLÁUDIO,ES,90341502324,61444646472674,True,True
Matthew Jacobs,56,ABADIA DE GOIÁS,GO,06847697865,80072782636679,True,True
Sarah Huffman,24,AÇAILÂNDIA,MA,05846096476,17370614920267,True,True
Brandon Valdez,26,ABADIA DOS DOURADOS,MG,31330175786,79132813006045,True,True
Kenneth Tran,34,ÁGUA CLARA,MS,68660043146,74492791074197,True,True
Charles Barnes,31,ACORIZAL,MT,94349605762,77231538038880,True,True
Adam Garcia,54,ABAETETUBA,PA,28160143044,28870912840204,True,True
Alexander Webster,21,ÁGUA BRANCA,PB,45043325151,96504980737700,True,True
Chris White,80,ABREU E LIMA,PE,44456770864,36246629347007,True,True
Christopher Graham,58,ACAUÃ,PI,38305709108,13303218097144,True,True
Kirk Dennis,20,ABATIÁ,PR,30880878860,60490441231703,True,True
Julie Russell,60,ANGRA DOS REIS,RJ,13899630475,29254222771623,True,True
Ann Leach,25,ACARI,RN,11117380173,29204287980409,True,True
Stephanie Murray,82,ALTA FLORESTA D'OESTE,RO,36364497705,88795907876820,True,True
Edwin Wells,83,AMAJARI,RR,34158283442,54302706937988,True,True
Gary Thompson,61,ACEGUÁ,RS,27606392404,37340229547036,True,True
Maria Walker,69,ABDON BATISTA,SC,97291156300,47627763138319,True,True
Mike Delgado,27,AMPARO DE SÃO FRANCISCO,SE,33156621188,11892296344209,True,True
Joanna Jones,25,ADAMANTINA,SP,42436527750,75283485438245,True,True
Sarah Heath,85,ABREULÂNDIA,TO,37325837321,79493136261104,True,True
Collin Rodriguez,52,ACRELÂNDIA,AC,56951893659,82015900656587,True,True
Gerald Kelly,84,ÁGUA BRANCA,AL,76298237704,26985678642603,True,True
Emily Davis,24,ALVARÃES,AM,89570819928,95354779378578,True,True
Tiffany Wong,44,SERRA DO NAVIO,AP,43742400207,20320612951076,True,True
Craig Harding,76,ABAÍRA,BA,28596060413,78860361280548,True,True
Steven Sellers,78,ABAIARA,CE,70039052729,81753753338960,True,True
Linda Daniels,20,BRASÍLIA,DF,92107452130,15499463472205,True,True
Alec Harvey,63,AFONSO CLÁUDIO,ES,91002556023,53230951455897,True,True
Jessica Miller,84,ABADIA DE GOIÁS,GO,73955711692,54862621729251,True,True
Raymond Owen,87,AÇAILÂNDIA,MA,34210338389,37641062319253,True,True
